id,datetime,tweets,edited,sentiment_intensity,sentiment,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
947344401348616192,2017-12-31 05:51:20+00:00,"Creating attractive, self-sufficient, globally connected cities is the critical challenge for Kenya's governors and other African regional leaders.

Strong public participation if the key enabler. 

Join us.

@konzatech @kot @dailynation @KenyaGovernors @Tatu_City #wef @UKenyatta https://t.co/I6gMJpdWXJ",create attractive globally connected city critical challenge kenya governor african regional leader strong public participation key enabler join konzatech kot dailynation kenyagovernors tatu_city wef ukenyatta,0.8176,Positive,0,1,0,0,0,0,0,2
947028679732932608,2017-12-30 08:56:46+00:00,"@governorkibwana @konzatech Hi Governor.
I was shocked this morning by some Taita Taveta  leaders who are claiming that Mtito adei is In their county?How soon are you going to solve this boundary issue?",governorkibwana konzatech hi governor shock morning taita taveta leader claim mtito adei county soon go solve boundary issue,-0.2023,Negative,1,1,0,1,0,0,1,2
946066329714425857,2017-12-27 17:12:44+00:00,@wef Watch this space.. # Nairobi is coming.@MikeSonko  @IgathePolycarp @konzatech #TembeaKenya,wef watch space nairobi come mikesonko igathepolycarp konzatech tembeakenya,0.0,Neutral,0,1,0,1,0,0,0,0
946036855446953984,2017-12-27 15:15:37+00:00,Any sufficiently advanced technology is equivalent to magic.Join @NairobiIW to witness  real innovation and technology in this hub.@soniyakarki1234 @WRVS @mayeedwin1 @Tech_Sharer @konzatech @accelevateleads @ChiefSamwel @Microsoftea @mlbtchallenge https://t.co/fGic48cXTF,sufficiently advanced technology equivalent magic.join nairobiiw witness real innovation technology hub soniyakarki1234 wrvs mayeedwin1 tech_sharer konzatech accelevateleads chiefsamwel microsoftea mlbtchallenge,0.5574,Positive,0,0,0,0,0,0,0,1
944417278388563968,2017-12-23 04:00:00+00:00,"@MichaelKimatu @Lemmy35278981 @governorkibwana @SenMutula @konzatech @konzatech is not in Makueni, ur county is a buffer zone just like Kajiado and MKS- meaning it will facilitate the city in housing etc. Given that its a National govt project, you gov has no say in planning or financing. It will not remit taxes to Makueni",michaelkimatu lemmy35278981 governorkibwana senmutula konzatech konzatech makueni ur county buffer zone kajiado meaning facilitate city housing etc give national govt project gov say planning financing remit tax makueni,0.0,Neutral,0,1,0,0,0,1,0,1
943921210647293953,2017-12-21 19:08:48+00:00,"@Murchrs @Lemmy35278981 @governorkibwana @SenMutula @konzatech ha ha such an irony ! If you are a grownup where are you engaging ""child""?",murchrs lemmy35278981 governorkibwana senmutula konzatech ha ha irony grownup engage child,0.7184,Positive,0,1,0,0,1,0,0,0
943473543534272512,2017-12-20 13:29:56+00:00,@KathurimaG @konzatech @tanuijohn Looks like they have started the 1st building since 2007,kathurimag konzatech tanuijohn look start building,0.0,Neutral,0,1,0,0,0,0,0,0
943207122199654400,2017-12-19 19:51:16+00:00,patiently waiting to see and experience all of this @David_Indeje @DevBringsDev @konzatech https://t.co/LHyKCT28ng,patiently wait see experience david_indeje devbringsdev konzatech,0.0,Neutral,0,2,0,0,0,0,0,0
943110584823963648,2017-12-19 13:27:40+00:00,Warmest Wishes For A Wonderful Holiday from @konzatech @tanuijohn https://t.co/CEx10yqT6w,warmest wish wonderful holiday konzatech tanuijohn,0.8957,Positive,0,1,0,0,1,0,0,0
941961663410032640,2017-12-16 09:22:16+00:00,"One of the African heroes in Science, Technology and Innovation has rested. It's indeed sad to hear that  Prof. Calestous Juma is no more, you inspired us, RIP @calestous, your light indeed shone across the globe. The seeds you planted will make Kenya and Africa great @konzatech",african hero science technology innovation rest indeed sad hear prof. calestous juma inspire rip calestous light indeed shine globe seed plant make kenya africa great konzatech,0.8979,Positive,0,1,0,0,1,0,1,1
941534353691160576,2017-12-15 05:04:17+00:00,Longing to see @konzatech #KonzaCity take off! Its due and will mean a lot in social economic development in that region,long see konzatech konzacity take due mean lot social economic development region,0.0,Neutral,0,2,0,0,0,0,0,0
940727319920041984,2017-12-12 23:37:25+00:00,@MichaelKimatu @Lemmy35278981 @governorkibwana @SenMutula @konzatech Learn to spell and read map b4 taking up grown up discussions.,michaelkimatu lemmy35278981 governorkibwana senmutula konzatech learn spell read map b4 take grow discussion,0.0,Neutral,0,1,0,0,1,0,0,1
940255587429994496,2017-12-11 16:22:55+00:00,"@SenMutula @Nickson_Muli @Lemmy35278981 @governorkibwana @konzatech No body earning top money will want to live there. The plans are out,Makueni needs to marry their plans with those of @konzatech This is a stand alone with everything that you hope to provide for apart from labor",senmutula nickson_muli lemmy35278981 governorkibwana konzatech body earn top money want live plan makueni need marry plan konzatech stand alone everything hope provide apart labor,0.4588,Positive,1,6,0,0,3,0,3,4
940254625965510657,2017-12-11 16:19:06+00:00,"@SenMutula @Nickson_Muli @Lemmy35278981 @governorkibwana @konzatech Key word - BUFFER ZONE. Meaning, dormitory towns/cities. I must say Mks is getting ready, I saw a very beautiful estate just off Junction. Junior I happen to work in one of the tech cities in this world and unless Makueni gets it right by installing the right infrastructure..Cont",senmutula nickson_muli lemmy35278981 governorkibwana konzatech key word buffer zone meaning dormitory say mks get ready saw beautiful estate junction junior happen work tech city world makueni get right instal right infrastructure cont,0.7506,Positive,0,1,0,0,0,0,0,1
