id,datetime,username,tweets,edited,sentiment_intensity,sentiment,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
1339556044486430720,2020-12-17 13:00:23+00:00,RealtorBot,"#MostExpensivePlacesToLiveInLagos #EkoAtlantic is the rising smart city being developed from reclaimed land on the shores of Victoria Island, Lagos. With a per square meter of land costing as high as $4,000, it is one of the most expensive housing projects in Africa! https://t.co/wq4E4RUD8U",mostexpensiveplacestoliveinlagos ekoatlantic rise smart city develop reclaim land shore victoria island lagos per square meter land costing high expensive housing project africa,0.4019,Positive,0,1,0,0,0,0,0,0
1318937590427418633,2020-10-21 15:30:00+00:00,smartcitiesdive,"London got its Victorian sewer system after the cholera epidemic and the Spanish flu brought about better ventilation standards for buildings.

COVID-19 is poised to accelerate smart city tech adoption, writes @ronaldchagoury with @EkoAtlantic.  https://t.co/kRv0QThwzc",london get victorian sewer system cholera epidemic spanish flu bring good ventilation standard building poise accelerate smart city tech adoption write ronaldchagoury ekoatlantic,0.4588,Positive,0,1,2,2,1,1,1,2
1228355159958413319,2020-02-14 16:27:46+00:00,benimanajpaul,"Nigeria is building one other most ambitious project in Africa. A smart city being developed from reclaimed land on the shores of Victoria Island, Lagos.  #EkoAtlantic https://t.co/z1r23pau8S",nigeria build ambitious project africa smart city develop reclaim land shore victoria island lagos ekoatlantic,0.7003,Positive,0,1,0,0,0,0,0,0
1222802085021986817,2020-01-30 08:41:50+00:00,ronaldchagoury,"We are on a mission to make Eko Atlantic a green, smart city

The @IFC_org EDGE certification offers a great opportunity for developers to build resource-efficient buildings. 

We are proud to announce Alpha One as the first EDGE certified building in Eko Atlantic
 #greenbuilding https://t.co/1WBr0aCcot",mission make eko atlantic green smart city ifc_org edge certification offer great opportunity developer build building proud announce alpha one first edge certify building eko atlantic greenbuilding,0.9136,Positive,0,2,0,0,2,0,0,2
1216872069050306561,2020-01-13 23:58:04+00:00,ohiothefirst,"@africannaa This is a general overview of the Smart city concept. There are a few popping up all over the place like Eko Atlantic in Nigeria, Tatu City in Kenya, Vision City in Rwanda, etc

https://t.co/LdqvaJET8P",africannaa general overview smart city concept pop place eko atlantic nigeria tatu city kenya vision city rwanda,0.5719,Positive,0,1,0,0,0,0,1,1
1204090407996592129,2019-12-09 17:28:18+00:00,NamexTechnocrat,"@AbbanyawYaw @manlikebola @Candy85279005 I’ve been seeing you peddle this rubbish around. Need I tell you their is a smart city in lagos too?, google Eko Atlantic. lots of estates like that now 24hrs light. There is light in Lagos, don’t know who is deceiving you. Finally, why did they take light at Cardi’s show though?",abbanyawyaw manlikebola candy85279005 see peddle rubbish need tell smart city lagos google eko atlantic lot estate light light lagos know deceive finally take light cardi show,0.0,Neutral,0,0,1,0,0,0,0,1
1184793101874937857,2019-10-17 11:27:42+00:00,van_victor,"@meissadopeboy That shows that one cannot turn a metropolis into a smart city in one night, your people must be involved. 
I am just waiting for eko atlantic to see how it goes.",meissadopeboy show turn metropolis smart city night people involve wait eko atlantic see go,0.4019,Positive,0,1,0,0,0,0,0,1
1171422339948433413,2019-09-10 13:57:04+00:00,AyoCompany,"Eko Atlantic City is an entire new Coastal Smart City in Lagos, Nigeria. It is a focal point for investors capitalising on rich development growth based on massive demand and a gateway to emerging markets of the continent. Contact 08026222555, 08033124399, 09035648421 for info. https://t.co/7IlN9VLnvD",eko atlantic city entire new coastal smart city lagos nigeria focal point investor capitalise rich development growth base massive demand gateway emerge market continent contact info,0.8126,Positive,1,1,0,0,0,0,0,2
1163177444821610498,2019-08-18 19:54:48+00:00,gfkkb,"""Zombiescapes"" - Great piece on Eko Atlantic, and the political economy of smart city projects. #ATaleOfTwoCities 

""In every corner of the continent, governments are looking to utopian metropolises to solve their urban problems."" 

https://t.co/nEeeYEXtDE via @republicjournal",zombiescapes great piece eko atlantic political economy smart city project ataleoftwocities corner continent government look utopian metropolis solve urban problem republicjournal,0.7096,Positive,0,1,0,1,1,1,0,2
1111584140992876544,2019-03-29 11:01:26+00:00,GatePass,"Top 5 Smart City initiatives in Africa and their estimated cost (in billion U.S. dollars)

Konza Techno City, Kenya - 15.5
Eko Atlantic, Nigeria - 6
Hope City, Ghana - 10
Vision City, Rwanda - 1.9
Waterfall City, South Africa - 1.2

Via @EstateCloudKe

https://t.co/vwpPx3sLSN",top smart city initiative africa estimate cost u.s. dollar konza techno city kenya eko atlantic nigeria hope city ghana vision city rwanda waterfall city south africa via estatecloudke,0.8126,Positive,0,3,0,0,1,0,1,2
1045169486238748672,2018-09-27 04:33:18+00:00,techtimesng,Eko Atlantic City ‘created Smart City’ in Lagos via Technology Times: Eko Atlantic City the massive expanse of properties being constructed on land reclaimed from the Atlantic Ocean in Lagos is creating a Smart City in ... https://t.co/JDVfn7PLnW,eko atlantic city create smart city lagos technology time eko atlantic city massive expanse property construct land reclaim atlantic ocean lagos create smart city,0.8225,Positive,0,1,0,0,0,0,0,0
